in_deg_centrality,[19. 14. 22.]
89,"[0.8622754491017964, 0.8832335329341318, 0.9101796407185628, 0.8562874251497006, 0.8502994011976048, 0.8562874251497006, 0.8682634730538922, 0.8562874251497006, 0.8502994011976048, 0.8323353293413174, 0.8768768768768769, 0.8738738738738738, 0.8648648648648649, 0.8558558558558559, 0.8768768768768769, 0.8288288288288288, 0.9009009009009009, 0.9159159159159159, 0.8408408408408409, 0.8768768768768769, 0.8828828828828829, 0.8288288288288288, 0.8828828828828829, 0.8558558558558559, 0.8258258258258259, 0.8858858858858859, 0.8888888888888888, 0.8588588588588588, 0.8888888888888888, 0.8528528528528528]"
90,"[0.8592814371257484, 0.8832335329341318, 0.8982035928143712, 0.8592814371257484, 0.844311377245509, 0.8532934131736527, 0.8473053892215568, 0.8592814371257484, 0.8532934131736527, 0.8233532934131736, 0.8828828828828829, 0.8708708708708709, 0.8558558558558559, 0.8528528528528528, 0.8768768768768769, 0.8348348348348348, 0.8918918918918919, 0.9069069069069069, 0.8438438438438438, 0.8648648648648649, 0.8768768768768769, 0.8378378378378378, 0.8798798798798799, 0.8438438438438438, 0.8258258258258259, 0.8738738738738738, 0.8858858858858859, 0.8648648648648649, 0.8948948948948949, 0.8498498498498499]"
91,"[0.8592814371257484, 0.8832335329341318, 0.8922155688622755, 0.8622754491017964, 0.8383233532934131, 0.8592814371257484, 0.8622754491017964, 0.8562874251497006, 0.8562874251497006, 0.8323353293413174, 0.8768768768768769, 0.8708708708708709, 0.8498498498498499, 0.8588588588588588, 0.8798798798798799, 0.8288288288288288, 0.8948948948948949, 0.9069069069069069, 0.8468468468468469, 0.8618618618618619, 0.8798798798798799, 0.8408408408408409, 0.8798798798798799, 0.8438438438438438, 0.8198198198198198, 0.8798798798798799, 0.8858858858858859, 0.8648648648648649, 0.8948948948948949, 0.8438438438438438]"
92,"[0.8682634730538922, 0.8892215568862275, 0.9011976047904192, 0.8622754491017964, 0.8502994011976048, 0.8652694610778443, 0.8622754491017964, 0.8562874251497006, 0.8592814371257484, 0.8353293413173652, 0.8918918918918919, 0.8738738738738738, 0.8648648648648649, 0.8558558558558559, 0.8858858858858859, 0.8318318318318318, 0.9009009009009009, 0.9099099099099099, 0.8528528528528528, 0.8708708708708709, 0.8858858858858859, 0.8468468468468469, 0.8768768768768769, 0.8558558558558559, 0.8288288288288288, 0.8858858858858859, 0.8858858858858859, 0.8588588588588588, 0.8948948948948949, 0.8438438438438438]"
93,"[0.8562874251497006, 0.8832335329341318, 0.8922155688622755, 0.8622754491017964, 0.8473053892215568, 0.8532934131736527, 0.8502994011976048, 0.8562874251497006, 0.8532934131736527, 0.8293413173652695, 0.8858858858858859, 0.8738738738738738, 0.8588588588588588, 0.8468468468468469, 0.8768768768768769, 0.8228228228228228, 0.8888888888888888, 0.918918918918919, 0.8408408408408409, 0.8678678678678678, 0.8828828828828829, 0.8378378378378378, 0.8708708708708709, 0.8438438438438438, 0.8198198198198198, 0.8828828828828829, 0.8858858858858859, 0.8648648648648649, 0.8978978978978979, 0.8378378378378378]"
94,"[0.8652694610778443, 0.8832335329341318, 0.9011976047904192, 0.8592814371257484, 0.8473053892215568, 0.8622754491017964, 0.8592814371257484, 0.8502994011976048, 0.8592814371257484, 0.8413173652694611, 0.8798798798798799, 0.8798798798798799, 0.8588588588588588, 0.8588588588588588, 0.8888888888888888, 0.8258258258258259, 0.8918918918918919, 0.9099099099099099, 0.8468468468468469, 0.8708708708708709, 0.8768768768768769, 0.8318318318318318, 0.8738738738738738, 0.8498498498498499, 0.8198198198198198, 0.8828828828828829, 0.8858858858858859, 0.8648648648648649, 0.8978978978978979, 0.8498498498498499]"
95,"[0.8622754491017964, 0.8802395209580839, 0.9011976047904192, 0.8592814371257484, 0.8473053892215568, 0.8592814371257484, 0.8532934131736527, 0.8502994011976048, 0.8562874251497006, 0.8353293413173652, 0.8858858858858859, 0.8738738738738738, 0.8468468468468469, 0.8498498498498499, 0.8798798798798799, 0.8228228228228228, 0.8978978978978979, 0.9129129129129129, 0.8498498498498499, 0.8678678678678678, 0.8768768768768769, 0.8348348348348348, 0.8738738738738738, 0.8498498498498499, 0.8198198198198198, 0.8858858858858859, 0.8858858858858859, 0.8738738738738738, 0.8978978978978979, 0.8438438438438438]"
96,"[0.8562874251497006, 0.8832335329341318, 0.9041916167664671, 0.8622754491017964, 0.8473053892215568, 0.8592814371257484, 0.8502994011976048, 0.844311377245509, 0.8592814371257484, 0.8323353293413174, 0.8828828828828829, 0.8828828828828829, 0.8558558558558559, 0.8528528528528528, 0.8768768768768769, 0.8288288288288288, 0.8888888888888888, 0.9129129129129129, 0.8528528528528528, 0.8708708708708709, 0.8798798798798799, 0.8408408408408409, 0.8828828828828829, 0.8468468468468469, 0.8198198198198198, 0.8918918918918919, 0.8858858858858859, 0.8768768768768769, 0.8918918918918919, 0.8468468468468469]"
97,"[0.8592814371257484, 0.8832335329341318, 0.9101796407185628, 0.8592814371257484, 0.8413173652694611, 0.8592814371257484, 0.874251497005988, 0.8532934131736527, 0.8622754491017964, 0.844311377245509, 0.8828828828828829, 0.8798798798798799, 0.8588588588588588, 0.8648648648648649, 0.8828828828828829, 0.8288288288288288, 0.9009009009009009, 0.9039039039039038, 0.8498498498498499, 0.8738738738738738, 0.8768768768768769, 0.8408408408408409, 0.8768768768768769, 0.8558558558558559, 0.8258258258258259, 0.8828828828828829, 0.8858858858858859, 0.8678678678678678, 0.8948948948948949, 0.8498498498498499]"
98,"[0.8622754491017964, 0.8802395209580839, 0.9041916167664671, 0.8652694610778443, 0.844311377245509, 0.8592814371257484, 0.8592814371257484, 0.8473053892215568, 0.8592814371257484, 0.8383233532934131, 0.8828828828828829, 0.8768768768768769, 0.8648648648648649, 0.8588588588588588, 0.8828828828828829, 0.8348348348348348, 0.8888888888888888, 0.9099099099099099, 0.8498498498498499, 0.8768768768768769, 0.8858858858858859, 0.8468468468468469, 0.8798798798798799, 0.8498498498498499, 0.8198198198198198, 0.8888888888888888, 0.8858858858858859, 0.8678678678678678, 0.8948948948948949, 0.8558558558558559]"
99,"[0.8652694610778443, 0.8922155688622755, 0.9131736526946108, 0.8682634730538922, 0.8413173652694611, 0.8682634730538922, 0.8682634730538922, 0.8622754491017964, 0.8652694610778443, 0.844311377245509, 0.8798798798798799, 0.8768768768768769, 0.8738738738738738, 0.8708708708708709, 0.8858858858858859, 0.8378378378378378, 0.8918918918918919, 0.9129129129129129, 0.8438438438438438, 0.8858858858858859, 0.8888888888888888, 0.8498498498498499, 0.8798798798798799, 0.8618618618618619, 0.8228228228228228, 0.8918918918918919, 0.8858858858858859, 0.8678678678678678, 0.8918918918918919, 0.8648648648648649]"
eigenvector_centrality,[19. 14. 22.]
0,"[0.10179640718562874, 0.10778443113772455, 0.10778443113772455, 0.10778443113772455, 0.08982035928143713, 0.1377245508982036, 0.10479041916167664, 0.08383233532934131, 0.23952095808383234, 0.1317365269461078, 0.09009009009009009, 0.0990990990990991, 0.11411411411411411, 0.11411411411411411, 0.11411411411411411, 0.08708708708708708, 0.1111111111111111, 0.12312312312312312, 0.10510510510510511, 0.0990990990990991, 0.08108108108108109, 0.09009009009009009, 0.08708708708708708, 0.10510510510510511, 0.0960960960960961, 0.12012012012012012, 0.1111111111111111, 0.17417417417417416, 0.10510510510510511, 0.08708708708708708]"
1,"[0.4491017964071856, 0.4311377245508982, 0.4820359281437126, 0.5778443113772455, 0.46706586826347307, 0.5299401197604791, 0.4431137724550898, 0.4940119760479042, 0.49700598802395207, 0.4431137724550898, 0.4924924924924925, 0.4894894894894895, 0.5465465465465466, 0.45645645645645644, 0.5135135135135135, 0.5015015015015015, 0.4744744744744745, 0.4744744744744745, 0.5285285285285285, 0.5015015015015015, 0.5135135135135135, 0.46846846846846846, 0.4954954954954955, 0.5495495495495496, 0.5045045045045045, 0.4774774774774775, 0.5675675675675675, 0.4864864864864865, 0.5555555555555556, 0.4294294294294294]"
2,"[0.5658682634730539, 0.5778443113772455, 0.5688622754491018, 0.6347305389221557, 0.5898203592814372, 0.5688622754491018, 0.5958083832335329, 0.6047904191616766, 0.5718562874251497, 0.5718562874251497, 0.6216216216216216, 0.6096096096096096, 0.6036036036036037, 0.5375375375375375, 0.6456456456456456, 0.6066066066066066, 0.5975975975975976, 0.5855855855855856, 0.6156156156156156, 0.5945945945945946, 0.6366366366366366, 0.5645645645645646, 0.6396396396396397, 0.5825825825825826, 0.5945945945945946, 0.5765765765765766, 0.5915915915915916, 0.5915915915915916, 0.6096096096096096, 0.5975975975975976]"
3,"[0.6077844311377245, 0.6287425149700598, 0.6197604790419161, 0.6766467065868264, 0.6646706586826348, 0.592814371257485, 0.6167664670658682, 0.6467065868263473, 0.6167664670658682, 0.5958083832335329, 0.6636636636636637, 0.6456456456456456, 0.6336336336336337, 0.5975975975975976, 0.6816816816816816, 0.6246246246246246, 0.6456456456456456, 0.6636636636636637, 0.6516516516516516, 0.6336336336336337, 0.6576576576576577, 0.6276276276276276, 0.6906906906906907, 0.6366366366366366, 0.6396396396396397, 0.6366366366366366, 0.6546546546546547, 0.6306306306306306, 0.6576576576576577, 0.6246246246246246]"
4,"[0.6287425149700598, 0.6706586826347305, 0.6287425149700598, 0.6916167664670658, 0.6736526946107785, 0.6317365269461078, 0.6347305389221557, 0.6616766467065869, 0.6287425149700598, 0.6107784431137725, 0.6576576576576577, 0.6666666666666666, 0.6456456456456456, 0.6306306306306306, 0.7117117117117117, 0.6576576576576577, 0.6786786786786787, 0.6606606606606606, 0.6726726726726727, 0.6336336336336337, 0.6666666666666666, 0.6516516516516516, 0.7087087087087087, 0.6396396396396397, 0.6636636636636637, 0.6576576576576577, 0.6756756756756757, 0.6696696696696697, 0.6906906906906907, 0.6456456456456456]"
5,"[0.6676646706586826, 0.6976047904191617, 0.6916167664670658, 0.7215568862275449, 0.7035928143712575, 0.6646706586826348, 0.6706586826347305, 0.7005988023952096, 0.655688622754491, 0.6287425149700598, 0.7027027027027027, 0.6906906906906907, 0.6936936936936937, 0.6666666666666666, 0.7357357357357357, 0.6786786786786787, 0.7207207207207207, 0.7237237237237237, 0.6936936936936937, 0.6696696696696697, 0.6936936936936937, 0.6576576576576577, 0.7327327327327328, 0.6726726726726727, 0.6966966966966966, 0.6966966966966966, 0.7117117117117117, 0.6756756756756757, 0.7357357357357357, 0.6846846846846847]"
6,"[0.6676646706586826, 0.7125748502994012, 0.6916167664670658, 0.7335329341317365, 0.718562874251497, 0.6976047904191617, 0.6916167664670658, 0.7125748502994012, 0.6676646706586826, 0.6646706586826348, 0.7087087087087087, 0.7177177177177178, 0.6996996996996997, 0.6846846846846847, 0.7417417417417418, 0.6966966966966966, 0.7267267267267268, 0.7267267267267268, 0.7207207207207207, 0.6876876876876877, 0.6936936936936937, 0.6666666666666666, 0.7177177177177178, 0.6996996996996997, 0.6966966966966966, 0.7147147147147147, 0.7147147147147147, 0.6876876876876877, 0.7357357357357357, 0.6876876876876877]"
7,"[0.6586826347305389, 0.718562874251497, 0.7065868263473054, 0.7305389221556886, 0.7065868263473054, 0.6856287425149701, 0.7035928143712575, 0.7155688622754491, 0.6586826347305389, 0.6586826347305389, 0.6996996996996997, 0.6996996996996997, 0.6966966966966966, 0.6876876876876877, 0.7507507507507507, 0.6966966966966966, 0.7147147147147147, 0.7267267267267268, 0.7057057057057057, 0.6966966966966966, 0.7027027027027027, 0.6786786786786787, 0.7237237237237237, 0.7087087087087087, 0.6906906906906907, 0.6966966966966966, 0.7207207207207207, 0.6816816816816816, 0.7477477477477478, 0.6696696696696697]"
8,"[0.6766467065868264, 0.7335329341317365, 0.6856287425149701, 0.7425149700598802, 0.7155688622754491, 0.7125748502994012, 0.6946107784431138, 0.6976047904191617, 0.6766467065868264, 0.688622754491018, 0.7147147147147147, 0.7387387387387387, 0.7207207207207207, 0.7027027027027027, 0.7477477477477478, 0.6906906906906907, 0.7267267267267268, 0.7327327327327328, 0.7237237237237237, 0.7147147147147147, 0.7357357357357357, 0.6726726726726727, 0.7327327327327328, 0.7207207207207207, 0.7057057057057057, 0.7117117117117117, 0.7387387387387387, 0.6936936936936937, 0.7507507507507507, 0.6816816816816816]"
9,"[0.6796407185628742, 0.7455089820359282, 0.6796407185628742, 0.7544910179640718, 0.7245508982035929, 0.7215568862275449, 0.6976047904191617, 0.7275449101796407, 0.6766467065868264, 0.688622754491018, 0.7177177177177178, 0.7357357357357357, 0.7267267267267268, 0.7057057057057057, 0.7597597597597597, 0.6996996996996997, 0.7387387387387387, 0.7567567567567568, 0.7327327327327328, 0.7237237237237237, 0.7447447447447447, 0.6816816816816816, 0.7567567567567568, 0.7147147147147147, 0.7267267267267268, 0.7147147147147147, 0.7447447447447447, 0.7177177177177178, 0.7597597597597597, 0.7027027027027027]"
10,"[0.6706586826347305, 0.7485029940119761, 0.7125748502994012, 0.7634730538922155, 0.7365269461077845, 0.7245508982035929, 0.7125748502994012, 0.7425149700598802, 0.6826347305389222, 0.7065868263473054, 0.7267267267267268, 0.7417417417417418, 0.7207207207207207, 0.7177177177177178, 0.7777777777777778, 0.7027027027027027, 0.7387387387387387, 0.7507507507507507, 0.7447447447447447, 0.7267267267267268, 0.7477477477477478, 0.6846846846846847, 0.7627627627627628, 0.7207207207207207, 0.7357357357357357, 0.7237237237237237, 0.7567567567567568, 0.7357357357357357, 0.7627627627627628, 0.7327327327327328]"
11,"[0.6916167664670658, 0.7305389221556886, 0.6946107784431138, 0.7664670658682635, 0.7485029940119761, 0.7305389221556886, 0.7125748502994012, 0.7365269461077845, 0.6706586826347305, 0.7215568862275449, 0.7297297297297297, 0.7537537537537538, 0.7297297297297297, 0.7117117117117117, 0.7657657657657657, 0.7057057057057057, 0.7387387387387387, 0.7567567567567568, 0.7417417417417418, 0.7417417417417418, 0.7477477477477478, 0.6846846846846847, 0.7537537537537538, 0.7297297297297297, 0.7237237237237237, 0.7267267267267268, 0.7597597597597597, 0.7297297297297297, 0.7687687687687688, 0.7237237237237237]"
12,"[0.6916167664670658, 0.7395209580838323, 0.7125748502994012, 0.7664670658682635, 0.7365269461077845, 0.7395209580838323, 0.7155688622754491, 0.7455089820359282, 0.6826347305389222, 0.7125748502994012, 0.7327327327327328, 0.7567567567567568, 0.7417417417417418, 0.7087087087087087, 0.7687687687687688, 0.6996996996996997, 0.7477477477477478, 0.7537537537537538, 0.7597597597597597, 0.7417417417417418, 0.7567567567567568, 0.6936936936936937, 0.7597597597597597, 0.7297297297297297, 0.7297297297297297, 0.7327327327327328, 0.7597597597597597, 0.7207207207207207, 0.7747747747747747, 0.7117117117117117]"
13,"[0.6796407185628742, 0.7514970059880239, 0.7035928143712575, 0.7724550898203593, 0.7455089820359282, 0.7395209580838323, 0.7095808383233533, 0.7514970059880239, 0.6796407185628742, 0.7215568862275449, 0.7357357357357357, 0.7477477477477478, 0.7357357357357357, 0.7207207207207207, 0.7657657657657657, 0.7117117117117117, 0.7537537537537538, 0.7477477477477478, 0.7477477477477478, 0.7387387387387387, 0.7567567567567568, 0.6876876876876877, 0.7507507507507507, 0.7417417417417418, 0.7297297297297297, 0.7327327327327328, 0.7627627627627628, 0.7387387387387387, 0.7777777777777778, 0.7237237237237237]"
14,"[0.6826347305389222, 0.7425149700598802, 0.7245508982035929, 0.7694610778443114, 0.7514970059880239, 0.7514970059880239, 0.7095808383233533, 0.7514970059880239, 0.6946107784431138, 0.7215568862275449, 0.7327327327327328, 0.7567567567567568, 0.7507507507507507, 0.7237237237237237, 0.7627627627627628, 0.7057057057057057, 0.7567567567567568, 0.7657657657657657, 0.7567567567567568, 0.7417417417417418, 0.7627627627627628, 0.6906906906906907, 0.7567567567567568, 0.7477477477477478, 0.7267267267267268, 0.7357357357357357, 0.7567567567567568, 0.7267267267267268, 0.7777777777777778, 0.7357357357357357]"
15,"[0.7065868263473054, 0.7574850299401198, 0.7544910179640718, 0.7604790419161677, 0.7724550898203593, 0.7485029940119761, 0.7245508982035929, 0.7634730538922155, 0.6856287425149701, 0.7305389221556886, 0.7477477477477478, 0.7657657657657657, 0.7567567567567568, 0.7297297297297297, 0.7807807807807807, 0.7177177177177178, 0.7597597597597597, 0.7807807807807807, 0.7597597597597597, 0.7627627627627628, 0.7657657657657657, 0.7177177177177178, 0.7627627627627628, 0.7387387387387387, 0.7387387387387387, 0.7387387387387387, 0.7717717717717718, 0.7237237237237237, 0.7657657657657657, 0.7567567567567568]"
16,"[0.6976047904191617, 0.7514970059880239, 0.7485029940119761, 0.7754491017964071, 0.781437125748503, 0.7514970059880239, 0.7305389221556886, 0.7664670658682635, 0.7095808383233533, 0.7485029940119761, 0.7507507507507507, 0.7627627627627628, 0.7507507507507507, 0.7327327327327328, 0.7927927927927928, 0.7237237237237237, 0.7837837837837838, 0.7837837837837838, 0.7717717717717718, 0.7777777777777778, 0.7837837837837838, 0.7087087087087087, 0.7747747747747747, 0.7417417417417418, 0.7357357357357357, 0.7477477477477478, 0.7777777777777778, 0.7297297297297297, 0.7777777777777778, 0.7597597597597597]"
17,"[0.6976047904191617, 0.7514970059880239, 0.7634730538922155, 0.7784431137724551, 0.781437125748503, 0.7574850299401198, 0.7275449101796407, 0.7664670658682635, 0.6916167664670658, 0.7514970059880239, 0.7477477477477478, 0.7657657657657657, 0.7657657657657657, 0.7327327327327328, 0.7867867867867868, 0.7057057057057057, 0.7777777777777778, 0.7867867867867868, 0.7747747747747747, 0.7717717717717718, 0.7747747747747747, 0.7057057057057057, 0.7717717717717718, 0.7597597597597597, 0.7387387387387387, 0.7417417417417418, 0.7867867867867868, 0.7147147147147147, 0.7807807807807807, 0.7537537537537538]"
18,"[0.7035928143712575, 0.7664670658682635, 0.7485029940119761, 0.7904191616766467, 0.7784431137724551, 0.7604790419161677, 0.7395209580838323, 0.7694610778443114, 0.7065868263473054, 0.7485029940119761, 0.7597597597597597, 0.7717717717717718, 0.7627627627627628, 0.7357357357357357, 0.7807807807807807, 0.7147147147147147, 0.7747747747747747, 0.7897897897897898, 0.7807807807807807, 0.7807807807807807, 0.7867867867867868, 0.7207207207207207, 0.7837837837837838, 0.7477477477477478, 0.7327327327327328, 0.7597597597597597, 0.7837837837837838, 0.7207207207207207, 0.7837837837837838, 0.7597597597597597]"
19,"[0.7005988023952096, 0.7694610778443114, 0.7754491017964071, 0.7784431137724551, 0.7874251497005988, 0.7634730538922155, 0.7365269461077845, 0.7664670658682635, 0.7215568862275449, 0.7485029940119761, 0.7717717717717718, 0.7687687687687688, 0.7747747747747747, 0.7417417417417418, 0.7927927927927928, 0.7297297297297297, 0.7837837837837838, 0.7837837837837838, 0.7807807807807807, 0.7897897897897898, 0.7957957957957958, 0.7177177177177178, 0.7957957957957958, 0.7627627627627628, 0.7537537537537538, 0.7627627627627628, 0.7927927927927928, 0.7267267267267268, 0.7807807807807807, 0.7717717717717718]"
20,"[0.7095808383233533, 0.7634730538922155, 0.7664670658682635, 0.7844311377245509, 0.7904191616766467, 0.7634730538922155, 0.7455089820359282, 0.7724550898203593, 0.7035928143712575, 0.7455089820359282, 0.7687687687687688, 0.7777777777777778, 0.7597597597597597, 0.7537537537537538, 0.7867867867867868, 0.7327327327327328, 0.7837837837837838, 0.7927927927927928, 0.7747747747747747, 0.7867867867867868, 0.7957957957957958, 0.7297297297297297, 0.7717717717717718, 0.7717717717717718, 0.7417417417417418, 0.7597597597597597, 0.7957957957957958, 0.7147147147147147, 0.7867867867867868, 0.7567567567567568]"
21,"[0.7095808383233533, 0.7784431137724551, 0.7784431137724551, 0.8173652694610778, 0.8023952095808383, 0.7724550898203593, 0.7455089820359282, 0.7754491017964071, 0.7664670658682635, 0.7634730538922155, 0.7717717717717718, 0.7927927927927928, 0.7747747747747747, 0.7597597597597597, 0.7987987987987988, 0.7447447447447447, 0.7897897897897898, 0.7987987987987988, 0.7927927927927928, 0.7987987987987988, 0.8048048048048048, 0.7387387387387387, 0.7897897897897898, 0.7807807807807807, 0.7447447447447447, 0.7777777777777778, 0.8048048048048048, 0.7417417417417418, 0.8048048048048048, 0.7747747747747747]"
22,"[0.7215568862275449, 0.7724550898203593, 0.7664670658682635, 0.7994011976047904, 0.811377245508982, 0.7784431137724551, 0.7574850299401198, 0.7754491017964071, 0.7365269461077845, 0.7724550898203593, 0.7747747747747747, 0.7837837837837838, 0.7747747747747747, 0.7537537537537538, 0.7987987987987988, 0.7387387387387387, 0.7897897897897898, 0.8018018018018018, 0.7807807807807807, 0.8048048048048048, 0.7957957957957958, 0.7477477477477478, 0.7837837837837838, 0.7777777777777778, 0.7507507507507507, 0.7747747747747747, 0.8198198198198198, 0.7297297297297297, 0.7957957957957958, 0.7717717717717718]"
23,"[0.7155688622754491, 0.7874251497005988, 0.7844311377245509, 0.8203592814371258, 0.7964071856287425, 0.7844311377245509, 0.7634730538922155, 0.7784431137724551, 0.7455089820359282, 0.7664670658682635, 0.7747747747747747, 0.7867867867867868, 0.7717717717717718, 0.7537537537537538, 0.7987987987987988, 0.7447447447447447, 0.7957957957957958, 0.8138138138138138, 0.7777777777777778, 0.8078078078078078, 0.8048048048048048, 0.7447447447447447, 0.7927927927927928, 0.7777777777777778, 0.7417417417417418, 0.7777777777777778, 0.8108108108108109, 0.7387387387387387, 0.7957957957957958, 0.7687687687687688]"
24,"[0.7155688622754491, 0.7964071856287425, 0.7994011976047904, 0.8263473053892215, 0.8083832335329342, 0.7874251497005988, 0.7754491017964071, 0.7784431137724551, 0.781437125748503, 0.7694610778443114, 0.7957957957957958, 0.8078078078078078, 0.7837837837837838, 0.7717717717717718, 0.8048048048048048, 0.7537537537537538, 0.7987987987987988, 0.7897897897897898, 0.7867867867867868, 0.8138138138138138, 0.8198198198198198, 0.7567567567567568, 0.8108108108108109, 0.7927927927927928, 0.7507507507507507, 0.7867867867867868, 0.8258258258258259, 0.7537537537537538, 0.7957957957957958, 0.7747747747747747]"
25,"[0.7664670658682635, 0.7844311377245509, 0.8023952095808383, 0.7874251497005988, 0.8203592814371258, 0.8083832335329342, 0.781437125748503, 0.811377245508982, 0.7904191616766467, 0.7604790419161677, 0.8108108108108109, 0.8198198198198198, 0.7777777777777778, 0.7777777777777778, 0.8048048048048048, 0.7627627627627628, 0.8138138138138138, 0.8198198198198198, 0.7987987987987988, 0.8258258258258259, 0.8318318318318318, 0.7867867867867868, 0.8138138138138138, 0.7777777777777778, 0.7837837837837838, 0.7927927927927928, 0.8318318318318318, 0.7807807807807807, 0.8438438438438438, 0.8018018018018018]"
26,"[0.7425149700598802, 0.7634730538922155, 0.781437125748503, 0.8023952095808383, 0.8023952095808383, 0.7724550898203593, 0.7754491017964071, 0.7874251497005988, 0.781437125748503, 0.7784431137724551, 0.7957957957957958, 0.8048048048048048, 0.7867867867867868, 0.7927927927927928, 0.8078078078078078, 0.7687687687687688, 0.7987987987987988, 0.8078078078078078, 0.7837837837837838, 0.8258258258258259, 0.8078078078078078, 0.7537537537537538, 0.7957957957957958, 0.8018018018018018, 0.7387387387387387, 0.7837837837837838, 0.8258258258258259, 0.7567567567567568, 0.8138138138138138, 0.7897897897897898]"
27,"[0.7485029940119761, 0.7844311377245509, 0.7934131736526946, 0.8053892215568862, 0.8053892215568862, 0.8023952095808383, 0.781437125748503, 0.7874251497005988, 0.8023952095808383, 0.7724550898203593, 0.7987987987987988, 0.8168168168168168, 0.7717717717717718, 0.7897897897897898, 0.8138138138138138, 0.7567567567567568, 0.8258258258258259, 0.8228228228228228, 0.7807807807807807, 0.8198198198198198, 0.8348348348348348, 0.7807807807807807, 0.8138138138138138, 0.8168168168168168, 0.7597597597597597, 0.8048048048048048, 0.8378378378378378, 0.7687687687687688, 0.8198198198198198, 0.7837837837837838]"
28,"[0.7395209580838323, 0.7844311377245509, 0.7994011976047904, 0.8083832335329342, 0.8083832335329342, 0.7904191616766467, 0.7904191616766467, 0.7784431137724551, 0.7724550898203593, 0.7485029940119761, 0.7987987987987988, 0.8168168168168168, 0.7777777777777778, 0.7837837837837838, 0.8018018018018018, 0.7597597597597597, 0.8048048048048048, 0.8318318318318318, 0.7867867867867868, 0.8168168168168168, 0.8168168168168168, 0.7747747747747747, 0.8168168168168168, 0.8048048048048048, 0.7657657657657657, 0.7957957957957958, 0.8378378378378378, 0.7657657657657657, 0.8138138138138138, 0.7897897897897898]"
29,"[0.7574850299401198, 0.7934131736526946, 0.8173652694610778, 0.7994011976047904, 0.8173652694610778, 0.8023952095808383, 0.7784431137724551, 0.7934131736526946, 0.7904191616766467, 0.7754491017964071, 0.8018018018018018, 0.8138138138138138, 0.7927927927927928, 0.7927927927927928, 0.8108108108108109, 0.7567567567567568, 0.8168168168168168, 0.8138138138138138, 0.7897897897897898, 0.8228228228228228, 0.8048048048048048, 0.7867867867867868, 0.8138138138138138, 0.8078078078078078, 0.7627627627627628, 0.7957957957957958, 0.8378378378378378, 0.7717717717717718, 0.8288288288288288, 0.8018018018018018]"
30,"[0.7485029940119761, 0.7784431137724551, 0.8203592814371258, 0.7964071856287425, 0.811377245508982, 0.7934131736526946, 0.781437125748503, 0.7904191616766467, 0.7694610778443114, 0.7754491017964071, 0.8078078078078078, 0.8228228228228228, 0.7807807807807807, 0.7687687687687688, 0.8138138138138138, 0.7627627627627628, 0.8078078078078078, 0.8138138138138138, 0.7927927927927928, 0.8198198198198198, 0.8198198198198198, 0.7717717717717718, 0.8138138138138138, 0.7987987987987988, 0.7717717717717718, 0.7897897897897898, 0.8348348348348348, 0.7777777777777778, 0.8228228228228228, 0.7927927927927928]"
31,"[0.7664670658682635, 0.7874251497005988, 0.7934131736526946, 0.7994011976047904, 0.811377245508982, 0.8053892215568862, 0.8023952095808383, 0.7934131736526946, 0.7934131736526946, 0.7694610778443114, 0.8018018018018018, 0.8198198198198198, 0.7837837837837838, 0.7867867867867868, 0.8018018018018018, 0.7567567567567568, 0.8138138138138138, 0.8198198198198198, 0.7837837837837838, 0.8198198198198198, 0.8138138138138138, 0.7897897897897898, 0.8138138138138138, 0.8138138138138138, 0.7717717717717718, 0.8048048048048048, 0.8378378378378378, 0.7867867867867868, 0.8378378378378378, 0.7927927927927928]"
32,"[0.7784431137724551, 0.7904191616766467, 0.8233532934131736, 0.8083832335329342, 0.8173652694610778, 0.8023952095808383, 0.7844311377245509, 0.7964071856287425, 0.7874251497005988, 0.7934131736526946, 0.8138138138138138, 0.8168168168168168, 0.7987987987987988, 0.7867867867867868, 0.8138138138138138, 0.7597597597597597, 0.8378378378378378, 0.8258258258258259, 0.7897897897897898, 0.8198198198198198, 0.8228228228228228, 0.7897897897897898, 0.8108108108108109, 0.8258258258258259, 0.7807807807807807, 0.8018018018018018, 0.8468468468468469, 0.8018018018018018, 0.8348348348348348, 0.7927927927927928]"
33,"[0.7724550898203593, 0.7904191616766467, 0.8083832335329342, 0.8143712574850299, 0.8173652694610778, 0.8173652694610778, 0.7964071856287425, 0.7934131736526946, 0.781437125748503, 0.7724550898203593, 0.8018018018018018, 0.8258258258258259, 0.7927927927927928, 0.7897897897897898, 0.8078078078078078, 0.7747747747747747, 0.8378378378378378, 0.8018018018018018, 0.8018018018018018, 0.8198198198198198, 0.8228228228228228, 0.7717717717717718, 0.8138138138138138, 0.8078078078078078, 0.7687687687687688, 0.8108108108108109, 0.8468468468468469, 0.7867867867867868, 0.8378378378378378, 0.7837837837837838]"
